0,1,2,3,4,5,6,7,8,9,10,11,12
2018,fall,ACE,341,1,UNKNOWN,65167,Lecture-Discussion,CEF,11:00 AM - 11:50 AM,TR,311 Gregory Hall,"Helton, C"
2018,fall,ACE,341,1,UNKNOWN,65064,Lecture-Discussion,CFP,02:00 PM - 02:50 PM,TR,1022 Lincoln Hall,"Allen, SKuebler, J"
2018,fall,ACE,341,1,UNKNOWN,44207,Lecture-Discussion,FAA,03:00 PM - 03:50 PM,MW,426 Mumford Hall,"Finnegan, A"
2018,fall,ACE,345,3,UNKNOWN,53592,Lecture-Discussion,X,12:00 PM - 12:50 PM,MWF,120 Architecture Building,"Paulson, N"
2018,fall,ACE,346,3,UNKNOWN,60156,Lecture-Discussion,A,08:00 AM - 09:20 AM,MW,132 Bevier Hall,"Breen, J"
2018,fall,ACE,398,1,UNKNOWN,68273,Lecture-Discussion,EP,03:30 PM - 04:50 PM,TR,1022 Lincoln Hall,"Allen, S"
2018,fall,ACE,406,3,UNKNOWN,48924,Lecture-Discussion,GR,03:00 PM - 04:20 PM,TR,426 Mumford Hall,"Endres, A"
2018,fall,ACE,406,3,UNKNOWN,48925,Lecture-Discussion,UG,03:00 PM - 04:20 PM,TR,426 Mumford Hall,"Endres, A"
2018,fall,ACE,411,3,UNKNOWN,62829,Lecture-Discussion,B,11:00 AM - 12:20 PM,TR,166 Bevier Hall,"Baylis, K"
2018,fall,ACE,427,3,UNKNOWN,64899,Lecture-Discussion,M,12:30 PM - 01:50 PM,R,"30 ACES Lib, Info & Alum Ctr","Mallory, M"
2018,fall,ACE,427,3,,,Lecture-Discussion,M,12:30 PM - 01:50 PM,T,166 Bevier Hall,"Mallory, M"
2018,fall,ACE,428,3,UNKNOWN,43123,Lecture-Discussion,T,03:30 PM - 04:50 PM,TR,1000 Lincoln Hall,"Robe, M"
2018,fall,ACE,432,3,UNKNOWN,57775,Lecture-Discussion,M,09:30 AM - 10:50 AM,TR,313 Mumford Hall,"Kuethe, T"
2018,fall,ACE,435,3,UNKNOWN,29710,Lecture-Discussion,UG,03:00 PM - 04:20 PM,MW,103 Mumford Hall,"Scholl, J"
2018,fall,ACE,436,4,UNKNOWN,70073,Lecture-Discussion,FA,11:00 AM - 12:20 PM,TR,313 Mumford Hall,"Hauser, RWennerberg, D"
